法人番号,空欄,空欄,空欄,サービスの名称（最大40文字）,サブタイトル（最大40文字）,サービスの対象者,サービスの対象分野,都道府県（全国サービスの場合はチェックなし）,対象地域群,空欄,空欄,空欄,サービス概要（最大200文字）,,空欄,開始日,終了日,サービス期間に関して自由に記入してください。（最大２０文字）,空欄,詳細情報URL,企業名等,空欄,空欄,サービス対象の業種（標準産業分類）,［事業者向けサービス］支援対象事業ステージ,［事業者向けサービス］サービス分類,［事業者向けサービス］「お困りごと」,［個人向けサービス］ライフステージ,［個人向けサービス］サービス分類,［個人向けサービス］お困りごと,災害名,キーワード,空欄,空欄,空欄,情報更新日,空欄,空欄,空欄,サービス費用,サービス詳細分類,［教育用サービスの場合］教育用サービス内容,主な所属団体名,記入者の連絡先（メールアドレス）・・非公開,本情報は、業界団体などを通じて各企業が登録した情報であり、情報の内容、情報活用等により生じた一切の責任を政府は負いません。情報源を確認するなどして、利用者の判断で活用してください。
,,,,業務相談、講演等の無償提供,,企業への提供、自治体への提供、公的機関への提供、一般,ワークスタイル（テレワーク含む）,,,,,,テレワークについてのコンサルタントを無償提供,,,2020/2/1,未定,未定,,http://www.s-nakahara.com/rtmri/,株式会社 地域・技術経営総合研究所,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-02-01,,,,無料,,,テレワーク・デイズ登録企業,,
,,,,ビジネスルームの使用,,企業等,ワークスタイル（テレワーク含む）,,,,,,宿泊施設とビジネスルームの共有利用,,,,,,,https://www.keyterrace.co.jp/,(株)白浜館,,,,,その他,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,無料,,,テレワーク・デイズ登録企業,,
,,,,Shadow Desktop,,"企業への提供
フリーランスへの提供",ワークスタイル（テレワーク含む）,,,,,,"無償提供期間中も、TEL/E-Mailによるオンラインリモートサポートを行います。
取扱い販売店を経由して申し込みされた場合は、販売店からのサポートも受けられます。",,,2020/2/18,2020/5/31,"利用開始後通常は30日
コロナ対策として90日無料",,https://www.shadowdesktop.jp/lp/infection-control-measures/,株式会社アール・アイ,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-02-18,,,,無料,遠隔作業環境,,テレワーク・デイズ登録企業,,
,,,,PCAクラウド,,企業等,ワークスタイル（テレワーク含む）,,,,,,テレワークを導入する企業に対し、クラウド型基幹業務システム（会計・給与・販売管理など）を提供。体験利用はコロナ対策支援として、通常60日間を90日間に延長。体験申込者向け無償電話サポートサービスも提供。,,,,コロナ終息を目途,体験申込後、90日間,,https://pca.jp/area_top/20200302.html,ピー・シー・エー株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-02,,,,無料,,,テレワーク・デイズ登録企業,,
,,,,「LINE WORKS」無料版を 活用するためのテレワーク導入相談窓口,,すべて対象,ワークスタイル（テレワーク含む）,,,,,,新型コロナウイルス対策として、「LINE WORKS」無料版を 活用するためのテレワーク導入相談窓口を6カ月限定（2020年3月4日?2020年9月4日）でオープンいたしました。,,,2020/3/4,2020/9/4,,,https://line.worksmobile.com/jp/pr/20200304/,ワークスモバイルジャパン 株式会社,,,,,サービス提供,,,サービス提供,,新型コロナウイルス感染症,テレワーク,,,,2020-03-04,,,,無料,,,テレワーク・デイズ登録企業,,
,,,,Office 365 E1トライアル,,企業等,ワークスタイル（テレワーク含む）,,,,,,トライアルとなっておりますが、Office 365のトライアルは有償版と全く同じ内容が提供されています。Teamsを含むOffice 365 E1の全機能をお使い頂けます。,,,2020/3/5,,6か月間,,https://transform.microsoft.com/customer-trials?tab=o365e1trial,日本マイクロソフト株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-05,,,,無料,,,（一社）全国地域情報化推進協会（APPLIC),,
,,,,Cisco Webex Meetings 90日間無償支援プログラムのお知らせ,,企業等,ワークスタイル（テレワーク含む）,,,,,,Cisco Webex Meetings（ウェブ会議システム）を90日間にわたってユーザー数無制限で利用いただける無償支援プログラム,,,2020/2/25,未定,,,https://www.cisco.com/c/m/ja_jp/solutions/collaboration/webex90days.html?dtid=odicdc000136,シスコシステムズ合同会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-02-21,,,,無料,ビデオ会議,,テレワーク・デイズ登録企業,,
,,,,Netop Remote Control（ネトップ リモート コントロール）,,"個人, 企業等",ワークスタイル（テレワーク含む）,,,,,,"スリーワンシステムズ株式会社では、在宅勤務やテレワーク環境をインターネット経由で実現できる「Netop Remote Control」を30日間無償で提供しています。 
新型コロナウイルスの感染拡大の防止のために、よろしければお役立てください。",,,,,30日間,,https://its.tos.co.jp/topics/rcwcfree,スリーワンシステムズ株式会社,,,,,サービス提供,,,サービス提供,,新型コロナウイルス感染症,テレワーク,,,,2020-03-02,,,,無料,,,テレワーク・デイズ登録企業,,
,,,,テレワーク支援（WEB会議システムの無償提供）,,企業等,ワークスタイル（テレワーク含む）,,,,,,"利用にあたっての
・アカウント発行
・接続方法、操作マニュアルのご提供",,,提供済み,未定,利用開始してから31日間,,https://wakusuma.com/news/telework202003.html,WORK SMILE LABO,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,無料,ビデオ会議,,,,
,,,,クラウド修正依頼ツール『AUN(アウン)』,,企業等,ワークスタイル（テレワーク含む）,,,,,,遠隔での修正指示をスムーズに行えるツール『AUN』の無料保存期限を従来の7日より30日間に大幅拡大。ネットにつながったパソコンがあれば、誰でも簡単に利用できる。,,,2020/3/2,,,,https://aun.tools/,株式会社フォノグラム,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-02,,,,無料,遠隔作業環境,,（一社）全国地域情報産業団体連合会,,
,,,,働き方改革ソリューション（コラボレーションサービス）,,企業等,ワークスタイル（テレワーク含む）,,,,,,"「Microsoft Teams」でWeb会議、チャット、資料共有などのチームコラボレーションを提供致します。
サービスは開始から30日無料でご利用可能。導入に際してのご支援は有料となります。",,,-,-,開始から30日,,https://www.city.co.jp/solution/workstylereform/office365/,株式会社シティアスコム,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,割引,ビデオ会議,,地方版IoT推進ラボ事務局,,
,,,,テレワーク音声コミュニケーションツール Xchat（クロスチャット）,,企業等,ワークスタイル（テレワーク含む）,,,,,,"テレワーク音声コミュニケーションツール Xchat（クロスチャット）を無料で提供します。
Xchatは音声によるコミュニケーションを促進するツールです。
＜主な機能＞
登録したキーを押しながら話すだけで、、同じルームの人とすぐ話せる。
カレンダー連携による予定やパソコン使用状況が可視化され今話しかけていいか分かる。
自分の画面を他の人に見せることができ、全員のマウス共有により指差しで会話がきる。",,,2020/3/3,,,,"https://prtimes.jp/main/html/rd/p/000000011.000040457.html

https://cross-chat.app/",株式会社GOWiDE,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-03,,,,無料,コミュニケーション支援,,テレワーク・デイズ登録企業,,
,,,,テレワーク導入コンサルティング,,企業等,ワークスタイル（テレワーク含む）,,,,,,チャットやweb会議に不慣れな状態でテレワークを開始する方々を支援するため、テレワーク導入に関するコンサルティングを無償で行います,,,2020/3/3,,,,https://gowide-inc.consulting/,株式会社GOWiDE,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-03,,,,無料,ビデオ会議,,テレワーク・デイズ登録企業,,
,,,,クラコールPBX,,企業等,ワークスタイル（テレワーク含む）,,,,,,"従業員間のコミュニケーション手段、業務伝達手段として内線電話を１０回線を無料で提供致します。
社内と従業員のスマートフォン等の通話を通話料金無しで行うことができるようになり、在宅ワーク/テレワークにお役立て頂くことが出来ます。

（外線番号をご利用頂くためには正式なお申し込みが必要になります。）",,,2020/2/27,2020/6/30,,,https://clocall.jp/tellwork/,株式会社三通テレコムサービス,,,,,サービス提供,,,,,新型コロナウイルス感染症,サービス提供,,,,2020-02-27,,,,無料,コミュニケーション支援,,日本ユニファイド通信事業者協会 (JUSA),,
,,,,テレワークサービス導入支援,,企業等,ワークスタイル（テレワーク含む）,,,,,,テレワーク導入を検討している中小企業に対して、導入サービスの選定や教育等、導入時のサポートを行います。,,,2020/3/11,2020/8/31,,,https://www.ensouinc.com/,株式会社ENSOU,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-03-10,,,,無料,,,テレワーク・デイズ登録企業,,
,,,,InterSafe CATSテレワーク支援パック無料試用版,,企業等,ワークスタイル（テレワーク含む）,,,,,,WebフィルタリングサービスとWi-FiをVPNで暗号化するセキュリティWi-FIサービスを併用することで、インターネット利用とネットワーク利用両方を安全に保ちテレワーク環境を整備する。,,,,,利用開始から30日間,,https://www.alsi.co.jp/security/blog/article/1505/,アルプス システム インテグレーション株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,無料,遠隔作業環境,,テレワーク・デイズ登録企業,,
,,,,Wi-Fi Security for Business無料試用版,,企業等,ワークスタイル（テレワーク含む）,,,,,,ワンタッチでWi-Fi通信をVPNで暗号化するサービス。iPhone、iPad、Android、Windowsに対応。30日間試用版を提供。,,,,,利用開始から30日間,,https://www.alsi.co.jp/security/wsb/,アルプス システム インテグレーション株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,無料,遠隔作業環境,,テレワーク・デイズ登録企業,,
,,,,InterSafe GatewayConnection無料試用版,,企業等,ワークスタイル（テレワーク含む）,,,,,,iOS、Android、Chromebook、Windowsで使えるマルチデバイス対応のWebフィルタリングサービス。テレワーク時のインターネット利用、業務システム等へのアクセスを安全に保つ。,,,,,利用開始から30日間,,https://www.alsi.co.jp/security/isgc/,アルプス システム インテグレーション株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,無料,遠隔作業環境,,テレワーク・デイズ登録企業,,
,,,,InterSafe CATS無料試用版,,企業等,ワークスタイル（テレワーク含む）,,,,,,iOS、Android、Windowsに対応したセキュアブラウザでテレワーク時のインターネット利用、業務システム等へのアクセスを安全に保つ。,,,,,利用開始から30日間,,https://www.alsi.co.jp/security/iscats/,アルプス システム インテグレーション株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,無料,遠隔作業環境,,テレワーク・デイズ登録企業,,
,,,,InterSafe ILP無料試用版,,企業等,ワークスタイル（テレワーク含む）,,,,,,ファイル暗号化やデバイス・ネットワーク利用の制御により端末データを保護。テレワーク時の情報流出に備えたセキュリティ強化を実現。クラウド対応。,,,,,利用開始から30日間,,https://www.alsi.co.jp/security/ilp/,アルプス システム インテグレーション株式会社,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,,,,,無料,遠隔作業環境,,テレワーク・デイズ登録企業,,
,,,,INNOVERA PBX,,企業等,ワークスタイル（テレワーク含む）,,,,,,クラウドPBXのユーザー初期費用を無償提供,,,2020/2/21,2020/5/31,社会情勢により延長する場合があり,,https://bit.ly/2TYsThV,株式会社プロディライト,,,,,サービス提供,,,,,新型コロナウイルス感染症,テレワーク,,,,2020-02-21,,,,割引,遠隔作業環境,,日本ユニファイド通信事業者協会 (JUSA),,
,,,,アーテック家庭学習教材無料公開サイト,,"個人, 企業等, 教育機関","教育・学習支援, その他",,,,,,幼児から高校生を対象に、家庭学習に家庭学習に活用できるそろばん速習ソフトやブロックパズル、電子書籍などを無料公開。,,,2020/3/9,,終了時期未定,,https://www.artec-kk.co.jp/special/fp/,株式会社アーテック,,,,,サービス提供,,,サービス提供,,新型コロナウイルス感染症,オンライン学習,,,,2020-03-10,,,,無料,オンライン授業,,（一社）超教育協会,,
,,,,テレワーク導入支援,,"個人, 企業等, 教育機関, 医療機関, 福祉施設",ワークスタイル（テレワーク含む）,,,,,,テレワークに必要なサービス・機器導入や規程の整備などを支援します。,,,2020/3/1,,終了時期未定,,https://intercloud.jp,株式会社インタークラウド,,,,,サービス提供,,,サービス提供,,新型コロナウイルス感染症,テレワーク,,,,2020-03-10,,,,割引,,,テレワーク・デイズ登録企業,,
,,,,コワーキングスペースBreath,,"個人, 企業等, 教育機関","教育・学習支援, ワークスタイル（テレワーク含む）, コミュニケーション",,,,,,赤ちゃんから使えるコワーキングスペースBreath。利用中の託児あり、小中高生の自習室としての利用もOKな多世代型コワーキングです。三鷹駅北口徒歩5分。,,,2018/11/26,,終了時期未定,,https://office-breath.com/cw/,株式会社Office Breath,,,,,サービス提供,,,サービス提供,,新型コロナウイルス感染症,テレワーク,,,,2020-03-10,,,,その他,オフィスなどの空間,,テレワーク・デイズ登録企業,,
